dataset,sample_id,finding,trusted_value,candidate_value
label_flip_10,classification/train/6/train_03000.png,label_changed,6,4
label_flip_10,classification/train/6/train_03094.png,label_changed,6,5
label_flip_10,classification/train/6/train_03160.png,label_changed,6,7
label_flip_10,classification/train/6/train_03166.png,label_changed,6,2
label_flip_10,classification/train/6/train_03204.png,label_changed,6,8
label_flip_10,classification/train/6/train_03210.png,label_changed,6,3
label_flip_10,classification/train/6/train_03369.png,label_changed,6,9
label_flip_10,classification/train/6/train_03408.png,label_changed,6,4
label_flip_10,classification/train/6/train_03520.png,label_changed,6,1
label_flip_10,classification/train/6/train_03557.png,label_changed,6,5
label_flip_10,classification/train/6/train_03644.png,label_changed,6,1
label_flip_10,classification/train/6/train_03764.png,label_changed,6,5
label_flip_10,classification/train/6/train_04174.png,label_changed,6,0
label_flip_10,classification/train/6/train_04392.png,label_changed,6,7
label_flip_10,classification/train/6/train_04492.png,label_changed,6,3
label_flip_10,classification/train/6/train_04916.png,label_changed,6,1
label_flip_10,classification/train/7/train_00155.png,label_changed,7,9
label_flip_10,classification/train/7/train_00157.png,label_changed,7,8
label_flip_10,classification/train/7/train_00389.png,label_changed,7,8
label_flip_10,classification/train/7/train_00550.png,label_changed,7,3
label_flip_10,classification/train/7/train_00593.png,label_changed,7,1
label_flip_10,classification/train/7/train_00634.png,label_changed,7,6
label_flip_10,classification/train/7/train_00774.png,label_changed,7,0
label_flip_10,classification/train/7/train_00801.png,label_changed,7,9
label_flip_10,classification/train/7/train_00805.png,label_changed,7,8
label_flip_10,classification/train/7/train_00816.png,label_changed,7,0
label_flip_10,classification/train/7/train_00989.png,label_changed,7,0
label_flip_10,classification/train/7/train_01010.png,label_changed,7,9
label_flip_10,classification/train/7/train_01032.png,label_changed,7,2
label_flip_10,classification/train/7/train_01093.png,label_changed,7,8
label_flip_10,classification/train/7/train_01424.png,label_changed,7,4
label_flip_10,classification/train/7/train_01440.png,label_changed,7,0
label_flip_10,classification/train/7/train_01726.png,label_changed,7,5
label_flip_10,classification/train/7/train_01804.png,label_changed,7,8
label_flip_10,classification/train/7/train_01829.png,label_changed,7,0
label_flip_10,classification/train/7/train_02693.png,label_changed,7,2
label_flip_10,classification/train/7/train_03013.png,label_changed,7,2
label_flip_10,classification/train/7/train_03296.png,label_changed,7,0
label_flip_10,classification/train/7/train_03329.png,label_changed,7,8
label_flip_10,classification/train/7/train_03425.png,label_changed,7,6
label_flip_10,classification/train/7/train_03609.png,label_changed,7,6
label_flip_10,classification/train/7/train_04108.png,label_changed,7,8
label_flip_10,classification/train/7/train_04226.png,label_changed,7,0
label_flip_10,classification/train/7/train_04240.png,label_changed,7,2
label_flip_10,classification/train/7/train_04500.png,label_changed,7,8
label_flip_10,classification/train/7/train_04603.png,label_changed,7,5
label_flip_10,classification/train/7/train_04673.png,label_changed,7,0
label_flip_10,classification/train/7/train_04768.png,label_changed,7,6
label_flip_10,classification/train/7/train_04934.png,label_changed,7,2
label_flip_10,classification/train/7/train_04984.png,label_changed,7,8
label_flip_10,classification/train/8/train_00078.png,label_changed,8,6
label_flip_10,classification/train/8/train_00213.png,label_changed,8,3
label_flip_10,classification/train/8/train_00226.png,label_changed,8,6
label_flip_10,classification/train/8/train_00267.png,label_changed,8,6
label_flip_10,classification/train/8/train_00273.png,label_changed,8,6
label_flip_10,classification/train/8/train_00501.png,label_changed,8,3
label_flip_10,classification/train/8/train_00600.png,label_changed,8,6
label_flip_10,classification/train/8/train_00843.png,label_changed,8,7
label_flip_10,classification/train/8/train_00851.png,label_changed,8,9
label_flip_10,classification/train/8/train_00882.png,label_changed,8,0
label_flip_10,classification/train/8/train_00897.png,label_changed,8,7
label_flip_10,classification/train/8/train_01151.png,label_changed,8,9
label_flip_10,classification/train/8/train_01161.png,label_changed,8,5
label_flip_10,classification/train/8/train_01167.png,label_changed,8,9
label_flip_10,classification/train/8/train_01253.png,label_changed,8,2
label_flip_10,classification/train/8/train_01280.png,label_changed,8,3
label_flip_10,classification/train/8/train_01592.png,label_changed,8,9
label_flip_10,classification/train/8/train_01705.png,label_changed,8,9
label_flip_10,classification/train/8/train_01846.png,label_changed,8,7
label_flip_10,classification/train/8/train_01879.png,label_changed,8,9
label_flip_10,classification/train/8/train_01929.png,label_changed,8,6
label_flip_10,classification/train/8/train_01970.png,label_changed,8,0
label_flip_10,classification/train/8/train_02021.png,label_changed,8,0
label_flip_10,classification/train/8/train_02407.png,label_changed,8,5
label_flip_10,classification/train/8/train_02492.png,label_changed,8,7
label_flip_10,classification/train/8/train_02566.png,label_changed,8,0
label_flip_10,classification/train/8/train_02943.png,label_changed,8,2
label_flip_10,classification/train/8/train_02980.png,label_changed,8,3
label_flip_10,classification/train/8/train_03078.png,label_changed,8,3
label_flip_10,classification/train/8/train_03218.png,label_changed,8,6
label_flip_10,classification/train/8/train_03544.png,label_changed,8,6
label_flip_10,classification/train/8/train_03647.png,label_changed,8,9
label_flip_10,classification/train/8/train_03661.png,label_changed,8,3
label_flip_10,classification/train/8/train_03663.png,label_changed,8,9
label_flip_10,classification/train/8/train_03921.png,label_changed,8,4
label_flip_10,classification/train/8/train_03979.png,label_changed,8,3
label_flip_10,classification/train/8/train_04054.png,label_changed,8,3
label_flip_10,classification/train/8/train_04183.png,label_changed,8,4
label_flip_10,classification/train/8/train_04405.png,label_changed,8,2
label_flip_10,classification/train/8/train_04437.png,label_changed,8,6
label_flip_10,classification/train/8/train_04556.png,label_changed,8,1
label_flip_10,classification/train/8/train_04596.png,label_changed,8,2
label_flip_10,classification/train/8/train_04889.png,label_changed,8,0
label_flip_10,classification/train/9/train_00070.png,label_changed,9,6
label_flip_10,classification/train/9/train_00361.png,label_changed,9,7
label_flip_10,classification/train/9/train_00456.png,label_changed,9,7
label_flip_10,classification/train/9/train_00565.png,label_changed,9,7
label_flip_10,classification/train/9/train_00923.png,label_changed,9,6
label_flip_10,classification/train/9/train_00958.png,label_changed,9,0
label_flip_10,classification/train/9/train_01225.png,label_changed,9,3
label_flip_10,classification/train/9/train_01260.png,label_changed,9,2
label_flip_10,classification/train/9/train_01441.png,label_changed,9,3
label_flip_10,classification/train/9/train_01612.png,label_changed,9,8
label_flip_10,classification/train/9/train_01657.png,label_changed,9,8
label_flip_10,classification/train/9/train_01831.png,label_changed,9,8
label_flip_10,classification/train/9/train_02080.png,label_changed,9,7
label_flip_10,classification/train/9/train_02145.png,label_changed,9,8
label_flip_10,classification/train/9/train_02167.png,label_changed,9,6
label_flip_10,classification/train/9/train_02430.png,label_changed,9,8
label_flip_10,classification/train/9/train_02506.png,label_changed,9,6
label_flip_10,classification/train/9/train_02515.png,label_changed,9,5
label_flip_10,classification/train/9/train_02630.png,label_changed,9,5
label_flip_10,classification/train/9/train_02887.png,label_changed,9,7
label_flip_10,classification/train/9/train_02942.png,label_changed,9,2
label_flip_10,classification/train/9/train_03048.png,label_changed,9,1
label_flip_10,classification/train/9/train_03073.png,label_changed,9,2
label_flip_10,classification/train/9/train_03291.png,label_changed,9,4
label_flip_10,classification/train/9/train_03306.png,label_changed,9,7
label_flip_10,classification/train/9/train_03398.png,label_changed,9,5
label_flip_10,classification/train/9/train_03456.png,label_changed,9,0
label_flip_10,classification/train/9/train_03471.png,label_changed,9,0
label_flip_10,classification/train/9/train_03654.png,label_changed,9,0
label_flip_10,classification/train/9/train_03714.png,label_changed,9,8
label_flip_10,classification/train/9/train_03733.png,label_changed,9,0
label_flip_10,classification/train/9/train_03948.png,label_changed,9,7
label_flip_10,classification/train/9/train_03987.png,label_changed,9,3
label_flip_10,classification/train/9/train_04055.png,label_changed,9,0
label_flip_10,classification/train/9/train_04056.png,label_changed,9,7
label_flip_10,classification/train/9/train_04122.png,label_changed,9,7
label_flip_10,classification/train/9/train_04141.png,label_changed,9,6
label_flip_10,classification/train/9/train_04229.png,label_changed,9,0
label_flip_10,classification/train/9/train_04291.png,label_changed,9,4
label_flip_10,classification/train/9/train_04522.png,label_changed,9,8
label_flip_10,classification/train/9/train_04614.png,label_changed,9,4
label_flip_10,classification/train/9/train_04814.png,label_changed,9,3
targeted_0_to_1,classification/train/0/train_00012.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_00032.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_00047.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_00139.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_00262.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_00343.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_00368.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_00430.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_00437.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_00460.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_00487.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_00585.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_00590.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_00686.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_00695.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_01037.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_01089.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_01213.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_01215.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_01278.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_01451.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_01452.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_01608.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_01754.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_01809.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_01845.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_01894.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_01939.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02015.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02054.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02071.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02076.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02079.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02281.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02302.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02345.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02351.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02365.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02442.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02479.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02481.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02496.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02562.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02679.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02895.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02918.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02930.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02934.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_02978.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03025.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03081.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03128.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03184.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03267.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03297.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03332.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03365.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03413.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03424.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03469.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03482.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03616.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03705.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03822.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03840.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03852.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03866.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03929.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03941.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03962.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03964.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_03973.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_04003.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_04013.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_04278.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_04346.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_04508.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_04567.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_04654.png,label_changed,0,1
targeted_0_to_1,classification/train/0/train_04890.png,label_changed,0,1
